"","InvoiceNo","TotalAmount","UniqueProducts","TransactionDate","CustomerID"
"636","538053",185.8,14,2010-12-09,15856
"637","538056",128.85,21,2010-12-09,17198
"638","538057",136.82,8,2010-12-09,13102
"639","538064",111.75,24,2010-12-09,15271
"640","538065",315.2,21,2010-12-09,13982
"641","538067",165.65,26,2010-12-09,15288
"642","538068",74.6,9,2010-12-09,17978
"643","538069",414.88,66,2010-12-09,16795
"644","538070",52.7,4,2010-12-09,16519
"645","538073",16.21,10,2010-12-09,17816
"646","538076",56.6,11,2010-12-09,15311
"647","538077",446.7,43,2010-12-09,14667
"648","538078",341.25,25,2010-12-09,16255
"649","538079",247.42,13,2010-12-09,17671
"650","538080",105.2,6,2010-12-09,17646
"651","538086",299.73,36,2010-12-09,12872
"652","538087",60,4,2010-12-09,17339
"653","538093",443.85,28,2010-12-09,12682
"654","538094",150.08,10,2010-12-09,13117
"655","538095",174.72,40,2010-12-09,17097
"656","538097",170.2,11,2010-12-09,15192
"657","538104",190.35,26,2010-12-09,17950
"658","538106",72.82,13,2010-12-09,17950
"659","538107",155,9,2010-12-09,12826
"660","538108",214.46,16,2010-12-09,17456
"661","538113",258.05,15,2010-12-09,15811
"662","538116",141,7,2010-12-09,13327
"663","538117",60,3,2010-12-09,13327
"664","538125",30,2,2010-12-09,18225
"665","538126",184.4,11,2010-12-09,17838
"666","538145",347.67,22,2010-12-09,15211
"667","538146",362.72,20,2010-12-09,15596
"668","538147",15,1,2010-12-09,13090
"669","538151",50.1,3,2010-12-09,16163
"670","538155",116.02,33,2010-12-09,16907
"671","538156",446.95,34,2010-12-09,15555
"672","538157",119.65,12,2010-12-09,17576
"673","538163",210.35,45,2010-12-09,17841
"674","538165",19.5,1,2010-12-09,14031
"675","538166",119.45,17,2010-12-09,17965
"676","538167",196.95,24,2010-12-09,14713
"677","538168",280.35,29,2010-12-09,14702
"678","538169",93.45,13,2010-12-09,13230
"679","538170",240.19,23,2010-12-09,13969
"680","538171",264.69,64,2010-12-09,17530
"681","538172",118.8,6,2010-12-10,15805
"682","538174",390.01,22,2010-12-10,12471
"683","538178",46.78,3,2010-12-10,17696
"684","538179",17.7,1,2010-12-10,17696
"685","538180",41.9,2,2010-12-10,13418
"686","538181",87.9,5,2010-12-10,17076
"687","538182",115.08,10,2010-12-10,17827
"688","538183",468.38,28,2010-12-10,16265
"689","538184",397.72,24,2010-12-10,17880
"690","538185",75.48,4,2010-12-10,16265
"691","538186",166.35,10,2010-12-10,13000
"692","538187",147.3,8,2010-12-10,16499
"693","538190",94.9,9,2010-12-10,17790
"694","538191",24,1,2010-12-10,15061
"695","538194",0.95,1,2010-12-10,17790
"696","538196",141.54,6,2010-12-10,12731
"697","538197",124.1,21,2010-12-10,14419
"698","538198",728.4,82,2010-12-10,17827
"699","538199",182.25,29,2010-12-10,14082
"700","538200",95.25,15,2010-12-10,17912
"701","538201",203.1,41,2010-12-10,15723
"702","538202",274.73,19,2010-12-10,14667
"703","538203",79.8,5,2010-12-10,13767
"704","538204",19.8,1,2010-12-10,16656
"705","538205",336.16,62,2010-12-10,12748
"706","538206",147.87,13,2010-12-10,17827
"707","538207",239.97,54,2010-12-10,12748
"708","538208",111.8,26,2010-12-10,14037
"709","538209",185.06,41,2010-12-10,12748
"710","538210",461.46,30,2010-12-10,14256
"711","538211",104.9,5,2010-12-10,17690
"712","538216",17,1,2010-12-10,14543
"713","538240",69.06,5,2010-12-10,16062
"714","538248",139.68,38,2010-12-10,18116
"715","538250",132.65,33,2010-12-10,18118
"716","538252",137.5,7,2010-12-10,16019
"717","538255",663.75,40,2010-12-10,14911
"718","538260",300.65,16,2010-12-10,18178
"719","538263",228.12,14,2010-12-10,18065
"720","538268",116.9,7,2010-12-10,18065
"721","538280",97.5,6,2010-12-10,12748
"722","538283",10.29,4,2010-12-10,12748
"723","538288",1.9,1,2010-12-10,12748
"724","538296",250,17,2010-12-10,13148
"725","538307",213.26,39,2010-12-10,14667
"726","538308",225.54,12,2010-12-10,14107
"727","538309",13.65,2,2010-12-10,15881
"728","538310",25.8,2,2010-12-10,15529
"729","538311",213.95,12,2010-12-10,12785
"730","538312",272.82,46,2010-12-10,16727
"731","538313",296.92,36,2010-12-10,15514
"732","538327",236.92,19,2010-12-10,15514
"733","538343",275.78,14,2010-12-10,13448
"734","538345",106.4,7,2010-12-10,13787
"735","538346",554.49,32,2010-12-10,17865
"736","538347",317.5,32,2010-12-10,17220
"737","538352",35.7,2,2010-12-10,16565
"738","538353",60.7,8,2010-12-10,13798
"739","538354",731.14,42,2010-12-10,16873
"740","538355",9.9,1,2010-12-10,17912
"741","538356",234.16,12,2010-12-10,14062
"742","538361",158,26,2010-12-10,17757
"743","538363",156.65,19,2010-12-10,18016
"744","538364",102.35,18,2010-12-10,14448
"745","538365",200,16,2010-12-12,17243
"746","538366",48.35,4,2010-12-12,18109
"747","538367",502.71,39,2010-12-12,14800
"748","538368",147.09,70,2010-12-12,15503
"749","538369",283.28,39,2010-12-12,17251
"750","538370",410.25,46,2010-12-12,16923
"751","538371",312.74,40,2010-12-12,15570
"752","538374",193.22,51,2010-12-12,14159
"753","538378",346.9,38,2010-12-12,14577
"754","538379",212.6,62,2010-12-12,17126
"755","538382",214.24,37,2010-12-12,17218
"756","538397",150,6,2010-12-12,12753
"757","538403",293.62,21,2010-12-12,17211
"758","538409",126.28,9,2010-12-12,17236
"759","538417",72.75,9,2010-12-12,16393
"760","538418",172.71,46,2010-12-12,17372
"761","538419",170.91,37,2010-12-12,16367
"762","538421",110.91,29,2010-12-12,17917
"763","538437",110.1,24,2010-12-12,16010
"764","538449",452.99,54,2010-12-12,17085
"765","538453",152.67,25,2010-12-12,16779
"766","538470",11.6,2,2010-12-12,15224
"767","538473",147.06,13,2010-12-12,13668
"768","538488",212.08,29,2010-12-12,13715
"769","538497",168.36,44,2010-12-12,14684
"770","538501",11.9,1,2010-12-12,13715
"771","538503",22.6,2,2010-12-12,17188
"772","538504",132.75,17,2010-12-12,16011
"773","538507",545.27,51,2010-12-12,15547
"774","538508",825.14,117,2010-12-12,15998
"775","538509",122.7,23,2010-12-12,14413
"776","538510",169.47,40,2010-12-12,18004
"777","538511",172.24,15,2010-12-12,13959
"778","538512",83.2,8,2010-12-12,16665
"779","538513",179.1,25,2010-12-12,15454
"780","538514",685.2,54,2010-12-12,15044
"781","538517",320.28,53,2010-12-12,17618
"782","538518",974.75,136,2010-12-12,14505
"783","538519",31.3,6,2010-12-12,18037
"784","538521",291.7,16,2010-12-13,14180
"785","538522",24,1,2010-12-13,16210
"786","538523",349.15,23,2010-12-13,13198
"787","538525",104.16,9,2010-12-13,12540
"788","538527",100.2,4,2010-12-13,15361
"789","538528",72.9,5,2010-12-13,15689
"790","538529",307.05,16,2010-12-13,14290
"791","538532",190.6,10,2010-12-13,13209
"792","538533",161.81,33,2010-12-13,14796
"793","538535",69,6,2010-12-13,17790
"794","538537",53.55,3,2010-12-13,12747
"795","538541",206.15,11,2010-12-13,17428
"796","538557",27.8,2,2010-12-13,17790
"797","538558",309.72,34,2010-12-13,13069
"798","538565",1.9,1,2010-12-13,13069
"799","538567",231.3,15,2010-12-13,13999
"800","538576",166.22,14,2010-12-13,14498
"801","538591",147,7,2010-12-13,14741
"802","538592",153.6,13,2010-12-13,15854
"803","538593",75,4,2010-12-13,16701
"804","538594",16.5,1,2010-12-13,16927
"805","538596",123,6,2010-12-13,17990
"806","538597",171.04,26,2010-12-13,15555
"807","538625",557.24,48,2010-12-13,14544
"808","538626",698.65,54,2010-12-13,17338
"809","538629",223.48,33,2010-12-13,17799
"810","538630",720.86,43,2010-12-13,14565
"811","538633",129.57,20,2010-12-13,16726
"812","538634",459.44,40,2010-12-13,14085
"813","538635",250.04,53,2010-12-13,17303
"814","538636",676.54,41,2010-12-13,14639
"815","538637",244.19,44,2010-12-13,17611
"816","538638",232.01,52,2010-12-13,17231
"817","538639",133.05,17,2010-12-13,17179
"818","538640",74.2,4,2010-12-13,17524
"819","538641",399.64,20,2010-12-13,15640
"820","538644",12.45,2,2010-12-13,12476
"821","538645",251.34,15,2010-12-13,13269
"822","538646",191.19,11,2010-12-13,17293
"823","538651",123.14,21,2010-12-13,15311
"824","538652",476.96,64,2010-12-13,17890
"825","538653",50.4,2,2010-12-13,13089
"826","538654",91.9,5,2010-12-13,13089
"827","538655",109.71,21,2010-12-13,17375
"828","538656",28.33,6,2010-12-13,17371
"829","538657",201.4,16,2010-12-13,15867
"830","538658",50.2,6,2010-12-13,17969
"831","538659",550.13,33,2010-12-13,14625
"832","538660",527.5,29,2010-12-13,15808
"833","538661",183.8,9,2010-12-13,15194
"834","538662",626.58,31,2010-12-13,15159
"835","538663",38.1,2,2010-12-13,15159
"836","538664",231.84,12,2010-12-13,14733
"837","538665",73.95,7,2010-12-13,17576
"838","538667",1.9,1,2010-12-13,12748
"839","538668",8.7,1,2010-12-13,13211
"840","538669",0.95,1,2010-12-13,12748
"841","538671",15,1,2010-12-13,15777
"842","538679",150.68,11,2010-12-13,16455
"843","538683",217.5,19,2010-12-13,14525
"844","538685",15,1,2010-12-14,15694
"845","538688",116.76,6,2010-12-14,14829
"846","538689",265.52,15,2010-12-14,13050
"847","538697",23.4,1,2010-12-14,13948
"848","538706",211.12,11,2010-12-14,14667
"849","538707",167.86,43,2010-12-14,17894
"850","538708",227.72,15,2010-12-14,16202
"851","538709",151.66,46,2010-12-14,16442
"852","538710",123.75,10,2010-12-14,18075
"853","538714",242.45,25,2010-12-14,14524
"854","538715",325.22,18,2010-12-14,14907
"855","538716",17.4,1,2010-12-14,14907
"856","538721",11.8,1,2010-12-14,17526
"857","538722",179.19,17,2010-12-14,17975
"858","538744",215.32,62,2010-12-14,15356
"859","538753",74.85,5,2010-12-14,14901
"860","538783",334.2,18,2010-12-14,14961
"861","538785",95.6,5,2010-12-14,14961
"862","538795",152.1,7,2010-12-14,13267
"863","538796",235.1,15,2010-12-14,17041
"864","538797",10.5,1,2010-12-14,17685
"865","538799",432.25,55,2010-12-14,15039
"866","538800",193.9,10,2010-12-14,16458
"867","538801",244.38,15,2010-12-14,16083
"868","538807",125.87,26,2010-12-14,17194
"869","538808",478.77,39,2010-12-14,14057
"870","538809",171,8,2010-12-14,15514
"871","538810",140.4,25,2010-12-14,14871
"872","538811",390,23,2010-12-14,13178
"873","538812",74.25,6,2010-12-14,18044
"874","538814",138.12,21,2010-12-14,15983
"875","538815",179.87,11,2010-12-14,18219
"876","538816",168.45,11,2010-12-14,16812
"877","538817",56.4,3,2010-12-14,16191
"878","538826",649.5,65,2010-12-14,12370
"879","538827",1059.1,61,2010-12-14,14298
"880","538828",25.44,1,2010-12-14,14298
"881","538830",60.06,3,2010-12-14,14298
"882","538831",19.8,1,2010-12-14,18144
"883","538832",413.79,25,2010-12-14,17158
"884","538836",86.86,21,2010-12-14,12748
"885","538839",240.54,43,2010-12-14,14606
"886","538841",130.8,15,2010-12-14,16899
"887","538843",154.05,19,2010-12-14,16033
"888","538844",97.45,5,2010-12-14,14680
"889","538845",92.82,6,2010-12-14,16531
"890","538846",11,2,2010-12-14,14606
"891","538849",794.78,86,2010-12-14,14415
"892","538850",147.35,9,2010-12-14,16499
"893","538851",229.25,15,2010-12-14,16556
"894","538852",198.07,29,2010-12-14,17372
"895","538853",214.77,55,2010-12-14,16805
"896","538854",108.7,7,2010-12-14,13102
"897","538855",456.29,29,2010-12-14,16503
"898","538856",39.6,2,2010-12-14,14057
"899","538857",91.2,10,2010-12-14,15311
"900","538860",115.35,12,2010-12-14,17757
"901","538862",149.5,17,2010-12-14,16710
"902","538863",294.86,42,2010-12-14,16919
"903","538864",15.3,1,2010-12-14,17739
"904","538865",91.15,5,2010-12-14,13238
"905","538866",406.04,64,2010-12-14,17841
"906","538868",283.26,15,2010-12-14,17017
"907","538869",30.45,2,2010-12-14,15107
"908","538870",85.75,5,2010-12-14,12829
"909","538872",229.3,10,2010-12-14,13097
"910","538875",30,2,2010-12-14,13756
"911","538878",175.2,6,2010-12-14,13767
"912","538879",231.58,16,2010-12-14,15392
"913","538886",411.4,28,2010-12-14,13846
"914","538888",91.56,13,2010-12-14,17912
"915","538890",362.79,54,2010-12-14,12867
"916","538892",17.4,1,2010-12-14,16422
"917","538894",202.45,25,2010-12-14,16161
"918","538895",247.38,15,2010-12-15,14401
"919","538896",167.58,14,2010-12-15,16145
"920","538899",83.3,4,2010-12-15,16817
"921","538900",236.33,16,2010-12-15,13078
"922","538901",199.05,10,2010-12-15,17629
"923","538902",136.58,10,2010-12-15,14150
"924","538903",346.21,23,2010-12-15,13496
"925","538905",191.55,12,2010-12-15,13611
"926","538907",60.6,3,2010-12-15,15373
"927","538908",111.9,6,2010-12-15,16954
"928","538909",97.5,5,2010-12-15,13491
"929","538910",126.05,8,2010-12-15,17454
"930","538917",684.26,73,2010-12-15,17449
"931","538935",147.14,11,2010-12-15,18168
"932","538942",101.23,12,2010-12-15,17346
"933","538943",30,1,2010-12-15,14060
"934","538944",201.2,10,2010-12-15,13295
"935","538945",29.5,1,2010-12-15,17230
"936","538951",168.04,44,2010-12-15,16782
"937","538967",110.88,5,2010-12-15,13495
"938","538968",263.97,19,2010-12-15,15384
"939","538991",176.82,12,2010-12-15,17511
"940","538992",326.47,27,2010-12-15,15950
"941","538993",101.2,6,2010-12-15,15512
"942","538994",22.5,1,2010-12-15,17525
"943","538995",283.2,14,2010-12-15,13458
"944","538996",41.7,2,2010-12-15,15465
"945","538998",57.98,4,2010-12-15,15061
"946","538999",203.1,12,2010-12-15,16003
"947","539000",145.65,6,2010-12-15,13092
"948","539002",269.31,29,2010-12-15,14527
"949","539004",121.58,6,2010-12-15,13426
"950","539005",20.4,1,2010-12-15,16638
"951","539006",61.6,3,2010-12-15,15101
"952","539007",105.88,17,2010-12-15,17894
"953","539008",139.8,5,2010-12-15,17033
"954","539009",400.51,33,2010-12-15,13221
"955","539010",247.91,45,2010-12-15,15005
"956","539011",67.24,4,2010-12-15,14201
"957","539014",298.26,24,2010-12-15,17692
"958","539015",123.85,8,2010-12-15,15822
"959","539016",267.24,13,2010-12-15,13418
"960","539017",15.8,1,2010-12-15,13418
"961","539018",216.33,14,2010-12-15,16134
"962","539019",306.84,43,2010-12-15,17551
"963","539030",176.3,7,2010-12-15,13089
"964","539032",74.4,5,2010-12-15,18050
"965","539034",209.65,22,2010-12-15,16161
"966","539036",184.62,14,2010-12-15,14913
"967","539038",241.17,18,2010-12-15,15641
"968","539039",735.48,49,2010-12-15,13124
"969","539040",171.05,14,2010-12-15,17214
"970","539041",212.98,25,2010-12-15,15456
"971","539042",170.08,10,2010-12-15,15062
"972","539043",154.74,10,2010-12-15,12928
"973","539044",799.45,59,2010-12-15,15727
"974","539046",63.25,11,2010-12-15,17980
"975","539047",108.6,5,2010-12-15,15290
"976","539049",164.4,11,2010-12-15,15615
"977","539050",195.89,67,2010-12-15,12577
"978","539051",14.85,1,2010-12-15,15615
"979","539052",17.7,1,2010-12-15,15615
"980","539053",203.6,49,2010-12-15,16725
"981","539056",1.45,1,2010-12-15,16725
"982","539064",58.7,6,2010-12-15,17912
"983","539075",227.22,38,2010-12-15,17189
"984","539076",23.8,1,2010-12-16,16525
"985","539078",87,4,2010-12-16,13408
"986","539079",161.25,7,2010-12-16,17496
"987","539080",78.62,5,2010-12-16,16607
"988","539082",205.8,12,2010-12-16,13317
"989","539083",32.25,2,2010-12-16,13317
"990","539084",190.35,11,2010-12-16,13890
"991","539085",25.44,1,2010-12-16,12748
"992","539086",108.76,6,2010-12-16,17001
"993","539087",21,1,2010-12-16,13093
"994","539088",35.25,2,2010-12-16,13093
"995","539089",186,12,2010-12-16,15246
"996","539091",47.4,2,2010-12-16,13756
"997","539092",24,2,2010-12-16,15482
"998","539094",112.8,6,2010-12-16,13021
"999","539095",193.36,12,2010-12-16,16037
"1000","539098",307.96,17,2010-12-16,14841
"1001","539099",403.61,29,2010-12-16,16670
"1002","539103",183.9,10,2010-12-16,16985
"1003","539105",91.93,6,2010-12-16,14825
"1004","539111",146.8,6,2010-12-16,14414
"1005","539112",328.77,19,2010-12-16,13468
"1006","539113",4.95,1,2010-12-16,12494
"1007","539118",195.24,20,2010-12-16,15563
"1008","539142",119.6,7,2010-12-16,14849
"1009","539143",46.45,3,2010-12-16,14849
"1010","539160",134.64,9,2010-12-16,16746
"1011","539181",135.44,31,2010-12-16,12748
"1012","539185",216.34,39,2010-12-16,16470
"1013","539196",583.9,30,2010-12-16,18055
"1014","539201",184.61,11,2010-12-16,14878
"1015","539211",389.72,29,2010-12-16,16743
"1016","539212",298.25,16,2010-12-16,17146
"1017","539213",150.06,14,2010-12-16,12877
"1018","539214",141.3,13,2010-12-16,17062
"1019","539215",172.5,36,2010-12-16,15574
"1020","539216",16.15,2,2010-12-16,12748
"1021","539217",408.2,20,2010-12-16,15394
"1022","539218",3.75,1,2010-12-16,15574
"1023","539219",37.8,2,2010-12-16,17951
"1024","539222",225.4,14,2010-12-16,14621
"1025","539225",767.36,45,2010-12-16,15379
"1026","539226",96.75,5,2010-12-16,14309
"1027","539240",679.58,40,2010-12-16,15194
"1028","539243",133.95,27,2010-12-16,18116
"1029","539246",104.48,19,2010-12-16,14606
"1030","539247",126.5,15,2010-12-16,15311
"1031","539248",133.56,7,2010-12-16,17288
"1032","539249",180.9,11,2010-12-16,14709
"1033","539250",796.02,47,2010-12-16,15157
"1034","539252",217.32,15,2010-12-16,17744
"1035","539254",103.92,4,2010-12-16,13199
"1036","539255",223.22,18,2010-12-16,16316
"1037","539256",237.97,21,2010-12-16,15601
"1038","539257",95.7,5,2010-12-16,16210
"1039","539259",301.44,19,2010-12-16,13050
"1040","539261",424.49,31,2010-12-16,15620
"1041","539262",351.3,25,2010-12-16,15789
"1042","539263",259.73,18,2010-12-16,16560
"1043","539264",148.88,9,2010-12-16,15224
"1044","539266",93.05,6,2010-12-16,17068
"1045","539267",97.5,5,2010-12-16,13534
"1046","539268",29.7,2,2010-12-16,13534
"1047","539269",46.85,3,2010-12-16,17580
"1048","539272",22.04,2,2010-12-16,15759
"1049","539275",30,2,2010-12-16,13408
"1050","539280",76.55,4,2010-12-16,14373
"1051","539281",443.35,29,2010-12-16,18176
"1052","539282",96,5,2010-12-16,16770
"1053","539283",215.25,12,2010-12-16,14092
"1054","539285",105.54,8,2010-12-16,15366
"1055","539286",20,1,2010-12-16,14735
"1056","539288",5.5,1,2010-12-16,17857
"1057","539290",133.22,16,2010-12-16,16271
"1058","539292",102.4,6,2010-12-16,16539
"1059","539293",339.03,17,2010-12-16,18223
"1060","539294",356.35,50,2010-12-16,15532
"1061","539295",156.2,7,2010-12-16,13767
"1062","539296",75.78,5,2010-12-16,16816
"1063","539297",147.9,10,2010-12-16,17691
"1064","539298",136.25,9,2010-12-16,14180
"1065","539299",136.05,9,2010-12-16,14180
"1066","539303",25.44,1,2010-12-16,16684
"1067","539305",320.15,20,2010-12-16,14334
"1068","539306",72.2,4,2010-12-16,17659
"1069","539307",292.56,13,2010-12-16,13694
"1070","539308",210.86,12,2010-12-16,17412
"1071","539309",279.85,19,2010-12-16,16945
"1072","539310",15,1,2010-12-16,14344
"1073","539311",234.64,13,2010-12-16,14643
"1074","539312",30,1,2010-12-16,15197
"1075","539313",146.75,9,2010-12-16,14220
"1076","539314",280.1,16,2010-12-16,13874
"1077","539315",159.3,9,2010-12-16,18260
"1078","539316",18.25,3,2010-12-16,17848
"1079","539317",312.41,49,2010-12-16,17392
"1080","539318",73.68,5,2010-12-16,12348
"1081","539320",194.36,8,2010-12-16,14911
"1082","539321",220.06,47,2010-12-16,14723
"1083","539322",126.9,19,2010-12-16,14713
"1084","539324",124.51,50,2010-12-16,14985
"1085","539325",357.01,23,2010-12-17,13004
"1086","539326",195.02,11,2010-12-17,14560
"1087","539327",55.5,3,2010-12-17,12600
"1088","539328",111.64,6,2010-12-17,13854
"1089","539330",89.2,6,2010-12-17,12370
"1090","539333",311.19,20,2010-12-17,13627
"1091","539334",25.95,10,2010-12-17,12748
"1092","539336",49.9,2,2010-12-17,17790
"1093","539338",129.9,8,2010-12-17,17404
"1094","539351",168,10,2010-12-17,12551
"1095","539353",334.5,20,2010-12-17,12782
"1096","539374",347.01,22,2010-12-17,14769
"1097","539379",177.15,12,2010-12-17,15780
"1098","539391",200.54,9,2010-12-17,12417
"1099","539395",213.9,10,2010-12-17,12471
"1100","539398",29.7,1,2010-12-17,12471
"1101","539400",53.4,3,2010-12-17,12971
"1102","539401",35.04,2,2010-12-17,12709
"1103","539403",149,9,2010-12-17,12647
